Hotel_Id,Hotel_Name,Hotel_Address,Hotel_City,Hotel_Star,Hotel_Rating,Hotel_Price,Hotel_Descriptions,Hotel_User_Id,Hotel_User_Name,Hotel_User_Rating,Hotel_User_Review_Date,Hotel_User_Review
6069,Hillary Hanoi Hotel,"70 P. Trương Công Giai, Dịch Vọng, Cầu Giấy",Hà Nội,4,8,595238,"Tọa lạc ở Hà Nội, cách Bảo tàng dân tộc học Việt Nam 18 phút đi bộ, Hillary Hanoi Hotel cung cấp chỗ nghỉ có hồ bơi ngoài trời theo mùa, chỗ đậu xe riêng miễn phí, phòng chờ chung và nhà hàng. Ngoài quầy bar, khách sạn 4 sao này còn có các phòng với điều hòa được trang bị Wi-Fi miễn phí. Chỗ nghỉ này cung cấp dịch vụ phòng, quầy lễ tân 24 giờ và dịch vụ thu đổi ngoại tệ cho khách. Phòng khách tại khách sạn được trang bị TV màn hình phẳng có truyền hình vệ tinh và két an toàn. Tại Hillary Hanoi Hotel, mỗi phòng đều được thiết kế có ga trải giường và khăn tắm. Chỗ nghỉ có phục vụ bữa sáng hằng ngày, gồm các lựa chọn thực đơn buffet, kiểu lục địa và kiểu Á. Chỗ nghỉ có sân hiên phơi nắng. Đi xe đạp là hoạt động được ưa chuộng trong khu vực. Ngoài ra, Hillary Hanoi Hotel có dịch vụ thuê xe đạp.",14593,Hải,9.6,24/09/2023,Phòng rất sạch sẽ và tiện nghi. Ra Hà Nội mình lại ủng hộ
6069,Hillary Hanoi Hotel,"70 P. Trương Công Giai, Dịch Vọng, Cầu Giấy",Hà Nội,4,8,595238,"Tọa lạc ở Hà Nội, cách Bảo tàng dân tộc học Việt Nam 18 phút đi bộ, Hillary Hanoi Hotel cung cấp chỗ nghỉ có hồ bơi ngoài trời theo mùa, chỗ đậu xe riêng miễn phí, phòng chờ chung và nhà hàng. Ngoài quầy bar, khách sạn 4 sao này còn có các phòng với điều hòa được trang bị Wi-Fi miễn phí. Chỗ nghỉ này cung cấp dịch vụ phòng, quầy lễ tân 24 giờ và dịch vụ thu đổi ngoại tệ cho khách. Phòng khách tại khách sạn được trang bị TV màn hình phẳng có truyền hình vệ tinh và két an toàn. Tại Hillary Hanoi Hotel, mỗi phòng đều được thiết kế có ga trải giường và khăn tắm. Chỗ nghỉ có phục vụ bữa sáng hằng ngày, gồm các lựa chọn thực đơn buffet, kiểu lục địa và kiểu Á. Chỗ nghỉ có sân hiên phơi nắng. Đi xe đạp là hoạt động được ưa chuộng trong khu vực. Ngoài ra, Hillary Hanoi Hotel có dịch vụ thuê xe đạp.",14340,David,8.6,1/4/2024,Great Hotel. Breakfast not the best but a good hotel and safe
6069,Hillary Hanoi Hotel,"70 P. Trương Công Giai, Dịch Vọng, Cầu Giấy",Hà Nội,4,8,595238,"Tọa lạc ở Hà Nội, cách Bảo tàng dân tộc học Việt Nam 18 phút đi bộ, Hillary Hanoi Hotel cung cấp chỗ nghỉ có hồ bơi ngoài trời theo mùa, chỗ đậu xe riêng miễn phí, phòng chờ chung và nhà hàng. Ngoài quầy bar, khách sạn 4 sao này còn có các phòng với điều hòa được trang bị Wi-Fi miễn phí. Chỗ nghỉ này cung cấp dịch vụ phòng, quầy lễ tân 24 giờ và dịch vụ thu đổi ngoại tệ cho khách. Phòng khách tại khách sạn được trang bị TV màn hình phẳng có truyền hình vệ tinh và két an toàn. Tại Hillary Hanoi Hotel, mỗi phòng đều được thiết kế có ga trải giường và khăn tắm. Chỗ nghỉ có phục vụ bữa sáng hằng ngày, gồm các lựa chọn thực đơn buffet, kiểu lục địa và kiểu Á. Chỗ nghỉ có sân hiên phơi nắng. Đi xe đạp là hoạt động được ưa chuộng trong khu vực. Ngoài ra, Hillary Hanoi Hotel có dịch vụ thuê xe đạp.",14466,Phung,8.4,31/03/2024,"Big beds, room is clean, simple breakfast, value for money"
6069,Hillary Hanoi Hotel,"70 P. Trương Công Giai, Dịch Vọng, Cầu Giấy",Hà Nội,4,8,595238,"Tọa lạc ở Hà Nội, cách Bảo tàng dân tộc học Việt Nam 18 phút đi bộ, Hillary Hanoi Hotel cung cấp chỗ nghỉ có hồ bơi ngoài trời theo mùa, chỗ đậu xe riêng miễn phí, phòng chờ chung và nhà hàng. Ngoài quầy bar, khách sạn 4 sao này còn có các phòng với điều hòa được trang bị Wi-Fi miễn phí. Chỗ nghỉ này cung cấp dịch vụ phòng, quầy lễ tân 24 giờ và dịch vụ thu đổi ngoại tệ cho khách. Phòng khách tại khách sạn được trang bị TV màn hình phẳng có truyền hình vệ tinh và két an toàn. Tại Hillary Hanoi Hotel, mỗi phòng đều được thiết kế có ga trải giường và khăn tắm. Chỗ nghỉ có phục vụ bữa sáng hằng ngày, gồm các lựa chọn thực đơn buffet, kiểu lục địa và kiểu Á. Chỗ nghỉ có sân hiên phơi nắng. Đi xe đạp là hoạt động được ưa chuộng trong khu vực. Ngoài ra, Hillary Hanoi Hotel có dịch vụ thuê xe đạp.",14215,Duy,8,12/12/2023,"Staff are armature, cant expect much from them. Almost seem careless. The hotel are very clean. No weird smell. Good ventilation, quiet. Good place to relax. The pool light off too early tho. If u wanna enjoin a good night light with a drink in the pool then its a no go. The way the pool set up is not good for a day swim. Overall subtract the pool. Great place, staff need more training then just hang around"
6069,Hillary Hanoi Hotel,"70 P. Trương Công Giai, Dịch Vọng, Cầu Giấy",Hà Nội,4,8,595238,"Tọa lạc ở Hà Nội, cách Bảo tàng dân tộc học Việt Nam 18 phút đi bộ, Hillary Hanoi Hotel cung cấp chỗ nghỉ có hồ bơi ngoài trời theo mùa, chỗ đậu xe riêng miễn phí, phòng chờ chung và nhà hàng. Ngoài quầy bar, khách sạn 4 sao này còn có các phòng với điều hòa được trang bị Wi-Fi miễn phí. Chỗ nghỉ này cung cấp dịch vụ phòng, quầy lễ tân 24 giờ và dịch vụ thu đổi ngoại tệ cho khách. Phòng khách tại khách sạn được trang bị TV màn hình phẳng có truyền hình vệ tinh và két an toàn. Tại Hillary Hanoi Hotel, mỗi phòng đều được thiết kế có ga trải giường và khăn tắm. Chỗ nghỉ có phục vụ bữa sáng hằng ngày, gồm các lựa chọn thực đơn buffet, kiểu lục địa và kiểu Á. Chỗ nghỉ có sân hiên phơi nắng. Đi xe đạp là hoạt động được ưa chuộng trong khu vực. Ngoài ra, Hillary Hanoi Hotel có dịch vụ thuê xe đạp.",14163,Huanchieh,6.8,4/5/2021,"The new and clean hotel. But the central air condition has been locked on 27 celsius. I can’t control the temperature, it made me so hot."
8897,Le Jardin Hotel Haute Couture,"105 P. Nguyễn Trường Tộ, Quán Thánh, Ba Đình, Hà Nội 100000, Việt Nam",Hà Nội,4,"8,9",595238,"Le Jardin Hotel Haute Couture có tầm nhìn ra toàn cảnh thành phố Hà Nội và Hồ Hoàn Kiếm. Phòng nghỉ trang nhã tại đây được trang bị WiFi và nước đóng chai miễn phí. Tất cả phòng nghỉ đều được bố trí một loạt tiện nghi hiện đại, bao gồm máy pha trà/cà phê, TV truyền hình vệ tinh và áo choàng tắm. Dịch vụ phòng cũng được cung cấp. Có quầy bar và quán cafe với lựa chọn ăn uống ngoài trời. Du khách có thể thưởng thức đồ uống và đồ ăn nhẹ trong khi đắm mình trong bầu không khí của những con phố đẹp như tranh vẽ ở thành phố Hà Nội. Bàn đặt tour thuận tiện tại Le Jardin Hotel Haute Couture Hanoi có thể cung cấp thông tin về một số điểm tham quan địa phương. Chỗ nghỉ chỉ nằm cách Bảo tàng Hồ Chí Minh, Chùa Một Cột và Đền Bạch Mã 10 phút lái xe.",14688,Thị,10,15/09/2023,"Very good service, even the reception so polite in everything.. the best 4 stars hotel i ever stay ! Yayy !!! And give me free extend for 5 hours !!!"
8897,Le Jardin Hotel Haute Couture,"105 P. Nguyễn Trường Tộ, Quán Thánh, Ba Đình, Hà Nội 100000, Việt Nam",Hà Nội,4,"8,9",595238,"Le Jardin Hotel Haute Couture có tầm nhìn ra toàn cảnh thành phố Hà Nội và Hồ Hoàn Kiếm. Phòng nghỉ trang nhã tại đây được trang bị WiFi và nước đóng chai miễn phí. Tất cả phòng nghỉ đều được bố trí một loạt tiện nghi hiện đại, bao gồm máy pha trà/cà phê, TV truyền hình vệ tinh và áo choàng tắm. Dịch vụ phòng cũng được cung cấp. Có quầy bar và quán cafe với lựa chọn ăn uống ngoài trời. Du khách có thể thưởng thức đồ uống và đồ ăn nhẹ trong khi đắm mình trong bầu không khí của những con phố đẹp như tranh vẽ ở thành phố Hà Nội. Bàn đặt tour thuận tiện tại Le Jardin Hotel Haute Couture Hanoi có thể cung cấp thông tin về một số điểm tham quan địa phương. Chỗ nghỉ chỉ nằm cách Bảo tàng Hồ Chí Minh, Chùa Một Cột và Đền Bạch Mã 10 phút lái xe.",14040,Duy,8.8,6/5/2023,"Ban đầu tôi đặt phòng giường đôi 1 người ngủ và có ghi chú là ưu tiên giường đôi lớn, nhưng khi nhận phòng thì phòng lại có 2 giường đơn. Phòng tối và bí. Tôi có gọi điện cho lễ tân và được trả lời là hết phòng đôi và đề xuất tôi upgrade phòng ( trả thêm phí ). Phòng mới rộng hơn nhưng chỉ có view nhưng phòng thiết kế không hợp lý. Ăn sáng là điểm cộng khi có view rất ổn"
8897,Le Jardin Hotel Haute Couture,"105 P. Nguyễn Trường Tộ, Quán Thánh, Ba Đình, Hà Nội 100000, Việt Nam",Hà Nội,4,"8,9",595238,"Le Jardin Hotel Haute Couture có tầm nhìn ra toàn cảnh thành phố Hà Nội và Hồ Hoàn Kiếm. Phòng nghỉ trang nhã tại đây được trang bị WiFi và nước đóng chai miễn phí. Tất cả phòng nghỉ đều được bố trí một loạt tiện nghi hiện đại, bao gồm máy pha trà/cà phê, TV truyền hình vệ tinh và áo choàng tắm. Dịch vụ phòng cũng được cung cấp. Có quầy bar và quán cafe với lựa chọn ăn uống ngoài trời. Du khách có thể thưởng thức đồ uống và đồ ăn nhẹ trong khi đắm mình trong bầu không khí của những con phố đẹp như tranh vẽ ở thành phố Hà Nội. Bàn đặt tour thuận tiện tại Le Jardin Hotel Haute Couture Hanoi có thể cung cấp thông tin về một số điểm tham quan địa phương. Chỗ nghỉ chỉ nằm cách Bảo tàng Hồ Chí Minh, Chùa Một Cột và Đền Bạch Mã 10 phút lái xe.",14055,Kelvin,8.4,7/2/2024,Check in late around 10pm and because the porter wasn't around got to carry my 3 luggages up the stairs. (Make a slope so that luggage can trolley up) Upgraded my room however the toilet flush button was not functioning well. Overall still a comfortable stay.
8897,Le Jardin Hotel Haute Couture,"105 P. Nguyễn Trường Tộ, Quán Thánh, Ba Đình, Hà Nội 100000, Việt Nam",Hà Nội,4,"8,9",595238,"Le Jardin Hotel Haute Couture có tầm nhìn ra toàn cảnh thành phố Hà Nội và Hồ Hoàn Kiếm. Phòng nghỉ trang nhã tại đây được trang bị WiFi và nước đóng chai miễn phí. Tất cả phòng nghỉ đều được bố trí một loạt tiện nghi hiện đại, bao gồm máy pha trà/cà phê, TV truyền hình vệ tinh và áo choàng tắm. Dịch vụ phòng cũng được cung cấp. Có quầy bar và quán cafe với lựa chọn ăn uống ngoài trời. Du khách có thể thưởng thức đồ uống và đồ ăn nhẹ trong khi đắm mình trong bầu không khí của những con phố đẹp như tranh vẽ ở thành phố Hà Nội. Bàn đặt tour thuận tiện tại Le Jardin Hotel Haute Couture Hanoi có thể cung cấp thông tin về một số điểm tham quan địa phương. Chỗ nghỉ chỉ nằm cách Bảo tàng Hồ Chí Minh, Chùa Một Cột và Đền Bạch Mã 10 phút lái xe.",14568,Nicole,8.8,13/01/2024,"The staff was nice and the Hotel was clean, bed was comfy and the breakfast was exceptional. Kind of a weird smell in the hallway and room but not harsh enough to be a dealbreaker. Beautiful reception area."
8897,Le Jardin Hotel Haute Couture,"105 P. Nguyễn Trường Tộ, Quán Thánh, Ba Đình, Hà Nội 100000, Việt Nam",Hà Nội,4,"8,9",595238,"Le Jardin Hotel Haute Couture có tầm nhìn ra toàn cảnh thành phố Hà Nội và Hồ Hoàn Kiếm. Phòng nghỉ trang nhã tại đây được trang bị WiFi và nước đóng chai miễn phí. Tất cả phòng nghỉ đều được bố trí một loạt tiện nghi hiện đại, bao gồm máy pha trà/cà phê, TV truyền hình vệ tinh và áo choàng tắm. Dịch vụ phòng cũng được cung cấp. Có quầy bar và quán cafe với lựa chọn ăn uống ngoài trời. Du khách có thể thưởng thức đồ uống và đồ ăn nhẹ trong khi đắm mình trong bầu không khí của những con phố đẹp như tranh vẽ ở thành phố Hà Nội. Bàn đặt tour thuận tiện tại Le Jardin Hotel Haute Couture Hanoi có thể cung cấp thông tin về một số điểm tham quan địa phương. Chỗ nghỉ chỉ nằm cách Bảo tàng Hồ Chí Minh, Chùa Một Cột và Đền Bạch Mã 10 phút lái xe.",14547,Trang,7.6,28/03/2023,"Khách sạn mới nên khá sạch sẽ , đồ ăn sáng nghèo nàn , nhân viên cần chuyên nghiệp hơn"
6311,Sunway Hotel,"19 Phạm Đình Hổ, Hai Bà Trưng, Hà Nội 100000, Việt Nam",Hà Nội,4,"8,1",999999,"Khách sạn có phòng tập thể dục với trang thiết bị tập thể dục và phòng xông hơi ướt. Trung tâm dịch vụ doanh nhân cung cấp các tiện nghi phục vụ doanh nhân và dịch vụ chuyên nghiệp. Nhân viên tại bàn đặt tour và quầy lễ tân 24 giờ sẵn sàng hỗ trợ du khách với dịch vụ giữ hành lý, sắp xếp việc đi lại và đưa đón sân bay. Trung tâm thương mại Tràng Tiền Plaza và Bảo tàng Cách mạng Việt Nam đều nằm trong bán kính 1 km từ Sunway Hotel Hanoi trong khi Nhà Thờ Lớn cách đó 1,7 km. Sân bay quốc tế Nội Bài cách chỗ nghỉ 23 km. Nhà hàng phục vụ các món ăn Việt Nam và quốc tế. Du khách có thể thư giãn với tuyển chọn các loại cocktail và rượu vang trong khi thưởng thức nhạc sống tại quán The Bar.",14831,Vu,10,29/07/2023,"Khách sạn sạch sẽ, yên tĩnh, nằm ở vị trí có nhiều quán ăn ngon (theo khẩu vị cá nhân) và nhiều điểm du lịch. Nhân viên dễ thương, nhiệt tình hỗ trợ."
6311,Sunway Hotel,"19 Phạm Đình Hổ, Hai Bà Trưng, Hà Nội 100000, Việt Nam",Hà Nội,4,"8,1",999999,"Khách sạn có phòng tập thể dục với trang thiết bị tập thể dục và phòng xông hơi ướt. Trung tâm dịch vụ doanh nhân cung cấp các tiện nghi phục vụ doanh nhân và dịch vụ chuyên nghiệp. Nhân viên tại bàn đặt tour và quầy lễ tân 24 giờ sẵn sàng hỗ trợ du khách với dịch vụ giữ hành lý, sắp xếp việc đi lại và đưa đón sân bay. Trung tâm thương mại Tràng Tiền Plaza và Bảo tàng Cách mạng Việt Nam đều nằm trong bán kính 1 km từ Sunway Hotel Hanoi trong khi Nhà Thờ Lớn cách đó 1,7 km. Sân bay quốc tế Nội Bài cách chỗ nghỉ 23 km. Nhà hàng phục vụ các món ăn Việt Nam và quốc tế. Du khách có thể thư giãn với tuyển chọn các loại cocktail và rượu vang trong khi thưởng thức nhạc sống tại quán The Bar.",14972,Thúy,8.4,10/9/2023,"Khách sạn sạch sẽ, nhân viên nhiệt tình, địa điểm gần phố cổ tiện đi lại"
6311,Sunway Hotel,"19 Phạm Đình Hổ, Hai Bà Trưng, Hà Nội 100000, Việt Nam",Hà Nội,4,"8,1",999999,"Khách sạn có phòng tập thể dục với trang thiết bị tập thể dục và phòng xông hơi ướt. Trung tâm dịch vụ doanh nhân cung cấp các tiện nghi phục vụ doanh nhân và dịch vụ chuyên nghiệp. Nhân viên tại bàn đặt tour và quầy lễ tân 24 giờ sẵn sàng hỗ trợ du khách với dịch vụ giữ hành lý, sắp xếp việc đi lại và đưa đón sân bay. Trung tâm thương mại Tràng Tiền Plaza và Bảo tàng Cách mạng Việt Nam đều nằm trong bán kính 1 km từ Sunway Hotel Hanoi trong khi Nhà Thờ Lớn cách đó 1,7 km. Sân bay quốc tế Nội Bài cách chỗ nghỉ 23 km. Nhà hàng phục vụ các món ăn Việt Nam và quốc tế. Du khách có thể thư giãn với tuyển chọn các loại cocktail và rượu vang trong khi thưởng thức nhạc sống tại quán The Bar.",14329,Nam,8.4,1/7/2022,"Khách sạn sạch sẽ, vị trí đi lại thuận tiện, đáng giá tiền. Yên tĩnh, có thể đi bộ về phố cổ"
